"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","kingdom","phylum","class","order"
"EC:2.7.1.39","EC:2.7.1.39",79,7841,0.000352335676637635,0,0.130591018451289,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.39"
"EC:2.7.7.56","EC:2.7.7.56",20,110,0.000292721068197091,0,0.130234383902554,"M5","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.56"
"EC:2.1.3.3","EC:2.1.3.3",118,1586,0.000393156043885146,0,0.130016343790193,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Carboxy- and carbamoyltransferases.","o__EC:2.1.3.3"
"EC:1.4.3.16","EC:1.4.3.16",35,105,0.000294205213315446,0,0.129922410188745,"M5","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.16"
"EC:3.1.22.4","EC:3.1.22.4",77,341,0.000312347529342413,1.28877791737948e-15,0.129861554374478,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing other than 5'-phosphomonoesters.","o__EC:3.1.22.4"
"EC:2.4.1.18","EC:2.4.1.18",22,41,0.00034011765916771,0,0.129347343490469,"M1","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.18"
"EC:2.7.7.60","EC:2.7.7.60",17,491,0.000277489179203645,0,0.129324865701759,"M6","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.60"
"EC:2.4.2.14","EC:2.4.2.14",17,0,0.000266575867008784,0,0.12895566204499,"M6","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.14"
"EC:4.2.1.24","EC:4.2.1.24",17,27,0.000267032271241592,0,0.128749738489136,"M6","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.24"
"EC:5.4.99.18","EC:5.4.99.18",17,129,0.000266896664201052,0,0.128629523301098,"M6","k__Isomerases.","p__Intramolecular transferases.","c__Transferring other groups.","o__EC:5.4.99.18"
"EC:5.1.3.13","EC:5.1.3.13",4,0,0.00027506750524276,0,0.128545622451249,"M3","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.13"
"EC:4.1.1.48","EC:4.1.1.48",17,2,0.000266516304679577,0,0.128469370475606,"M6","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.48"
"EC:2.1.2.11","EC:2.1.2.11",29,462,0.000317091516114722,0,0.128266197786557,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.11"
"EC:2.3.1.35","EC:2.3.1.35",59,1024,0.000364338291980671,0,0.127682870771542,"M1","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.35"
"EC:2.7.4.7","EC:2.7.4.7",2,0,0.000185501797471141,0,0.127565569151617,"M6","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a phosphate group as acceptor.","o__EC:2.7.4.7"
"EC:2.7.1.49","EC:2.7.1.49",2,0,0.000185501797471141,0,0.127565569151617,"M6","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.49"
"EC:3.1.11.5","EC:3.1.11.5",5,37,0.000294579502010574,0,0.127436096586893,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Exodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.11.5"
"EC:2.5.1.9","EC:2.5.1.9",18,120,0.00026714595833078,0,0.127412077906387,"M6","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.9"
"EC:4.6.1.12","EC:4.6.1.12",12,0,0.000227786539908218,0,0.126937511565393,"M6","k__Lyases.","p__Phosphorus-oxygen lyases.","c__Phosphorus-oxygen lyases.","o__EC:4.6.1.12"
"EC:2.6.1.11","EC:2.6.1.11",22,4674,0.000282919387225953,0,0.126774804102391,"M6","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.11"
"EC:2.7.8.7","EC:2.7.8.7",92,4383,0.000390360758551613,0,0.126693023362548,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.7"
"EC:4.1.2.5","EC:4.1.2.5",6,58,0.000307858102878336,0,0.126365116894103,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.5"
"EC:2.4.2.7","EC:2.4.2.7",45,1809,0.000360894012430407,1.38083348290659e-16,0.125499907895419,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.7"
"EC:5.1.1.7","EC:5.1.1.7",22,2828,0.000286541430136973,0,0.124882884111595,"M6","k__Isomerases.","p__Racemases and epimerases.","c__Acting on amino acids and derivatives.","o__EC:5.1.1.7"
"EC:1.3.1.10","EC:1.3.1.10",7,730,0.000287201143109599,0,0.124328935503983,"M1","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.10"
"EC:2.4.2.8","EC:2.4.2.8",58,2643,0.00035056670546975,0,0.124293966697125,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.8"
"EC:3.1.1.61","EC:3.1.1.61",48,3664,0.000361158685441664,0,0.124233974911532,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.61"
"EC:3.1.21.3","EC:3.1.21.3",63,1196,0.000373781850776865,0,0.123847660208901,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.21.3"
"EC:3.6.1.13","EC:3.6.1.13",67,3194,0.000355638387451992,0,0.123426788352285,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.13"
"EC:2.7.8.41","EC:2.7.8.41",6,753,0.000268514001566392,0,0.123268397848306,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.41"
"EC:3.1.5.1","EC:3.1.5.1",31,3677,0.000347080181461702,0,0.123253638184324,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Triphosphoric monoester hydrolases.","o__EC:3.1.5.1"
"EC:1.1.1.35","EC:1.1.1.35",0,0,NA,0,0.12274134807886,"M51","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.35"
"EC:2.1.1.226","EC:2.1.1.226",149,4038.5,0.000405863021093543,0,0.122610869085141,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.226"
"EC:2.1.1.227","EC:2.1.1.227",149,4038.5,0.000405863021093543,0,0.122610869085141,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.227"
"EC:2.7.4.16","EC:2.7.4.16",50,1034,0.000299757297496501,7.44115821344105e-16,0.122547580190365,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a phosphate group as acceptor.","o__EC:2.7.4.16"
"EC:1.1.1.37","EC:1.1.1.37",35,64,0.000329227523864106,3.75893559235682e-16,0.121803637943295,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.37"
"EC:3.1.1.45","EC:3.1.1.45",35,1960,0.000356186144710285,0,0.121305646116638,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.45"
"EC:2.7.2.11","EC:2.7.2.11",62,1058,0.000353078846986089,0,0.120760452382219,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a carboxy group as acceptor.","o__EC:2.7.2.11"
"EC:2.2.1.7","EC:2.2.1.7",17,1671,0.000290986220130073,0,0.120494652227133,"M6","k__Transferases.","p__Transferring aldehyde or ketonic groups.","c__Transketolases and transaldolases.","o__EC:2.2.1.7"
"EC:2.4.2.1","EC:2.4.2.1",54,3475,0.000364087367192639,0,0.119586614384052,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.1"
"EC:2.7.7.19","EC:2.7.7.19",1,0,0.000234546048437945,0,0.119339389432103,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.19"
"EC:5.1.1.3","EC:5.1.1.3",16,45,0.000323307300520048,0,0.118309306314252,"M1","k__Isomerases.","p__Racemases and epimerases.","c__Acting on amino acids and derivatives.","o__EC:5.1.1.3"
"EC:2.7.1.15","EC:2.7.1.15",130,2665,0.000395195829894321,0,0.11690521777359,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.15"
"EC:4.1.1.37","EC:4.1.1.37",57,2485,0.000371587452388029,0,0.116509484927801,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.37"
"EC:5.4.2.10","EC:5.4.2.10",45,6888,0.000332137233713264,0,0.116419269839292,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.10"
"EC:2.7.1.17","EC:2.7.1.17",20,1795,0.000339562303992212,0,0.116041848835916,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.17"
"EC:3.1.13.5","EC:3.1.13.5",5,252,0.000253251054074419,0,0.115796310159528,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.5"
"EC:2.6.1.17","EC:2.6.1.17",7,211,0.000286494693548291,0,0.115020788131129,"M3","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.17"
"EC:2.3.1.30","EC:2.3.1.30",2,1286,0.00026700218140392,0,0.114474947581974,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.30"
"EC:1.2.1.41","EC:1.2.1.41",38,4053,0.000333715233106813,0,0.114124321806529,"M1","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.41"
"EC:2.4.2.29","EC:2.4.2.29",23,156,0.000302586219811542,0,0.114091875229719,"M2","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.29"
"EC:1.2.1.88","EC:1.2.1.88",9,116,0.000301069129319105,0,0.114076911972555,"M3","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.88"
"EC:2.7.1.25","EC:2.7.1.25",56,1425,0.000366150902991997,0,0.113971262656001,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.25"
"EC:1.5.1.20","EC:1.5.1.20",13,1240,0.000313554923200808,0,0.113848720808189,"M1","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.20"
"EC:1.1.1.133","EC:1.1.1.133",11,0,0.000302426197614153,2.49317156635911e-16,0.113191838520052,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.133"
"EC:1.1.1.38","EC:1.1.1.38",78,3049,0.000394455136935206,0,0.113130621688803,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.38"
"EC:2.1.1.77","EC:2.1.1.77",100,1109,0.000378981779688407,0,0.112971741967196,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.77"
"EC:3.5.1.18","EC:3.5.1.18",65,3710,0.000378446340385039,0,0.112781931833978,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.18"
"EC:5.1.99.1","EC:5.1.99.1",33,419,0.000354713553274558,0,0.112004245994764,"M1","k__Isomerases.","p__Racemases and epimerases.","c__Acting on other compounds.","o__EC:5.1.99.1"
"EC:1.18.1.2","EC:1.18.1.2",0,0,NA,0,0.111647341028217,"M52","k__Oxidoreductases.","p__Acting on iron-sulfur proteins as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.18.1.2"
"EC:2.4.1.1","EC:2.4.1.1",0,0,NA,0,0.111603350128853,"M53","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.1"
"EC:5.3.1.16","EC:5.3.1.16",41,6045,0.000319275357356994,0,0.111496012374241,"M2","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting aldoses and ketoses.","o__EC:5.3.1.16"
"EC:3.6.1.23","EC:3.6.1.23",10,363,0.000291654626153536,0,0.111494822140377,"M3","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.23"
"EC:4.1.1.44","EC:4.1.1.44",13,474,0.000312418584496035,0,0.111444446598441,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.44"
"EC:4.1.2.25","EC:4.1.2.25",55,4952,0.000356736234857493,0,0.11132515319223,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.25"
"EC:3.1.3.1","EC:3.1.3.1",77,1572,0.0003816967277527,7.13430632835069e-16,0.111072455432907,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.1"
"EC:2.8.1.10","EC:2.8.1.10",3,2570,0.00022541089628967,0,0.110777660887858,"M6","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.10"
"EC:3.6.1.7","EC:3.6.1.7",44,2404,0.000373104294626133,5.36990798908117e-17,0.110754482767985,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.7"
"EC:3.5.1.5","EC:3.5.1.5",36,4159,0.000337314530806065,0,0.110395693790502,"M2","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.5"
"EC:2.7.9.1","EC:2.7.9.1",102,6107,0.000391491258930942,1.68768536799694e-16,0.110337837641211,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with paired acceptors.","o__EC:2.7.9.1"
"EC:2.5.1.49","EC:2.5.1.49",27,3398,0.000338663131985636,0,0.110195948648489,"M1","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.49"
"EC:3.5.4.13","EC:3.5.4.13",6,30,0.000286091286244234,0,0.108783226075604,"M2","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.13"
"EC:2.3.1.181","EC:2.3.1.181",6,59,0.000313517241191782,0,0.10875547333943,"M1","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.181"
"EC:1.2.1.70","EC:1.2.1.70",26,60,0.000333738269408312,0,0.108609165460427,"M1","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.70"
"EC:4.99.1.4","EC:4.99.1.4",80,16487,0.000373506764306959,0,0.108153165056908,"M1","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.4"
"EC:5.3.3.18","EC:5.3.3.18",8,2293,0.000310772026415622,0,0.107762893154507,"M2","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Transposing C=C bonds.","o__EC:5.3.3.18"
"EC:2.7.7.87","EC:2.7.7.87",100,2012,0.000356744986563303,1.61864369385161e-15,0.107505076562778,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.87"
"EC:1.1.1.42","EC:1.1.1.42",63,473,0.000370055015422416,0,0.107290229676976,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.42"
"EC:2.8.3.5","EC:2.8.3.5",76,6117,0.000393091318293093,2.76166696581317e-16,0.106808124884793,"M3","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.5"
"EC:1.2.4.2","EC:1.2.4.2",0,0,NA,0,0.106285517490874,"M54","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With a disulfide as acceptor.","o__EC:1.2.4.2"
"EC:3.5.4.33","EC:3.5.4.33",26,3,0.000329545757711635,0,0.105718825245728,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.33"
"EC:4.2.1.96","EC:4.2.1.96",1,0,0.000215073231810944,0,0.105354772804496,"M2","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.96"
"EC:1.2.1.8","EC:1.2.1.8",57,7658,0.000376967625289955,0,0.105210377978967,"M1","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.8"
"EC:2.1.1.193","EC:2.1.1.193",53,1253,0.000366097818037977,0,0.105201761146579,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.193"
"EC:2.5.1.32","EC:2.5.1.32",0,0,NA,0,0.105172683466704,"M55","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.32"
"EC:2.8.1.12","EC:2.8.1.12",8,198,0.000305195490018831,0,0.104969847054784,"M3","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.12"
"EC:3.1.1.31","EC:3.1.1.31",0,0,NA,0,0.104653796816038,"M56","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.31"
"EC:1.1.1.284","EC:1.1.1.284",20,1066,0.000342721509860738,0,0.10440141039555,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.284"
"EC:1.8.4.8","EC:1.8.4.8",26,2334,0.000322003548959016,0,0.103584807693172,"M1","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a disulfide as acceptor.","o__EC:1.8.4.8"
"EC:4.1.3.34","EC:4.1.3.34",83,6109,0.000385276555061843,6.67402850071516e-16,0.103536917010296,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.34"
"EC:1.7.1.15","EC:1.7.1.15",120,5957,0.000393302449881514,1.5649446139608e-15,0.10336458278807,"M2","k__Oxidoreductases.","p__Acting on other nitrogenous compounds as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.7.1.15"
"EC:1.3.1.76","EC:1.3.1.76",67,1146,0.00035475046379911,0,0.101786925625184,"M1","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.76"
"EC:2.7.1.4","EC:2.7.1.4",21,2386,0.000330819620926239,0,0.101350571247849,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.4"
"EC:2.4.99.17","EC:2.4.99.17",31,456,0.000326839740849515,1.5917941539062e-16,0.101130037789161,"M2","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.17"
"EC:2.4.1.21","EC:2.4.1.21",1,0,0.000274127087595883,0,0.100148706519562,"M1","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.21"
"EC:2.7.7.85","EC:2.7.7.85",126,3285,0.000394612272310559,0,0.099933816526502,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.85"
"EC:4.4.1.5","EC:4.4.1.5",6,725,0.000291975180685785,0,0.0991962630699888,"M3","k__Lyases.","p__Carbon-sulfur lyases.","c__Carbon-sulfur lyases.","o__EC:4.4.1.5"
"EC:4.2.1.59","EC:4.2.1.59",93,2819,0.000376500194881394,0,0.0991826472168668,"M1","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.59"
"EC:1.3.99.16","EC:1.3.99.16",141,5737,0.000406641415776294,0,0.0991711974692998,"M1","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.16"
"EC:4.1.99.3","EC:4.1.99.3",3,1286,0.00028322379213978,0,0.0988807248017717,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.3"
"EC:3.1.21.2","EC:3.1.21.2",79,5733,0.000369451511056149,0,0.0966162600998871,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.21.2"
"EC:1.1.1.169","EC:1.1.1.169",1,0,0.000257967066774878,1.15069456908882e-17,0.0962243196183257,"M3","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.169"
"EC:4.99.1.1","EC:4.99.1.1",29,1491,0.000338258507481455,0,0.0958027893701753,"M1","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.1"
"EC:2.3.1.241","EC:2.3.1.241",56,3950,0.00036928329610634,0,0.0950762486283167,"M1","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.241"
"EC:3.4.22.70","EC:3.4.22.70",66,6730,0.000374969077698809,0,0.0949030942112181,"M1","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Cysteine endopeptidases.","o__EC:3.4.22.70"
"EC:3.5.2.6","EC:3.5.2.6",35,779,0.000353117844207109,0,0.0943630639821949,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.6"
"EC:3.2.1.4","EC:3.2.1.4",8,7720,0.000296697365662726,0,0.0933690224464277,"M2","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.4"
"EC:2.4.1.129","EC:2.4.1.129",97,3766,0.000390178684363906,0,0.0931864779564226,"M1","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.129"
"EC:2.7.8.33","EC:2.7.8.33",160,5841,0.000404252541151911,0,0.0929434659429088,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.33"
"EC:2.7.1.6","EC:2.7.1.6",35,2796,0.000345170713997738,0,0.0927927122361552,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.6"
"EC:5.4.2.2","EC:5.4.2.2",39,4902,0.000368041960792034,0,0.0925472060820774,"M1","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.2"
"EC:2.3.1.183","EC:2.3.1.183",11,129,0.000307375860133085,0,0.0921655587495524,"M1","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.183"
"EC:1.13.12.16","EC:1.13.12.16",32,7215,0.000369686329636301,0,0.0915517137029475,"M1","k__Oxidoreductases.","p__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","c__With incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases).","o__EC:1.13.12.16"
"EC:1.3.8.6","EC:1.3.8.6",98,6337,0.00038466036382588,1.66467147661516e-15,0.0915209677212935,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.6"
"EC:4.1.2.4","EC:4.1.2.4",3,4,0.000305571455260326,0,0.0913881146741489,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.4"
"EC:2.1.1.190","EC:2.1.1.190",10,1261,0.000305217095934525,0,0.0911864626562738,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.190"
"EC:2.7.1.31","EC:2.7.1.31",96,5512,0.000396387874824483,0,0.0907818572371402,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.31"
"EC:3.1.3.15","EC:3.1.3.15",103,4375,0.000388968819052139,0,0.0905285032463525,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.15"
"EC:4.1.1.11","EC:4.1.1.11",20,312,0.000336163633253827,0,0.0904371567689366,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.11"
"EC:2.7.7.27","EC:2.7.7.27",25,124,0.000322666224234693,3.16441006499426e-17,0.0902703042549676,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.27"
"EC:2.5.1.48","EC:2.5.1.48",64,1083,0.000350347458633742,7.7480100985314e-16,0.0901814278569692,"M3","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.48"
"EC:4.3.1.3","EC:4.3.1.3",52,2097,0.000372986691062118,5.29319501780858e-16,0.0901140139682778,"M3","k__Lyases.","p__Carbon-nitrogen lyases.","c__Ammonia-lyases.","o__EC:4.3.1.3"
"EC:2.4.1.15","EC:2.4.1.15",18,468,0.000322353439862274,0,0.0900388508742453,"M1","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.15"
"EC:1.6.5.2","EC:1.6.5.2",60,2052,0.000354940332774188,0,0.0894371422739674,"M3","k__Oxidoreductases.","p__Acting on NADH or NADPH.","c__With a quinone or similar compound as acceptor.","o__EC:1.6.5.2"
"EC:2.6.1.1","EC:2.6.1.1",68,260,0.000363663806620048,0,0.0889107649274535,"M1","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.1"
"EC:3.2.1.1","EC:3.2.1.1",31,1916,0.00035094899901413,0,0.0884679188915111,"M3","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.1"
