"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","kingdom","phylum","class","order"
"EC:3.1.13.5","EC:3.1.13.5",0,0,NA,0,0.115796310159528,"M345","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.5"
"EC:2.6.1.17","EC:2.6.1.17",0,0,NA,0,0.115020788131129,"M346","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.17"
"EC:2.3.1.30","EC:2.3.1.30",0,0,NA,0,0.114474947581974,"M347","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.30"
"EC:1.2.1.41","EC:1.2.1.41",2,0,0.276263844478421,0,0.114124321806529,"M30","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.41"
"EC:2.4.2.29","EC:2.4.2.29",0,0,NA,0,0.114091875229719,"M348","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.29"
"EC:1.2.1.88","EC:1.2.1.88",0,0,NA,0,0.114076911972555,"M349","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.88"
"EC:2.7.1.25","EC:2.7.1.25",0,0,NA,0,0.113971262656001,"M350","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.25"
"EC:1.5.1.20","EC:1.5.1.20",0,0,NA,0,0.113848720808189,"M351","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.20"
"EC:1.1.1.133","EC:1.1.1.133",0,0,NA,0,0.113191838520052,"M352","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.133"
"EC:1.1.1.38","EC:1.1.1.38",0,0,NA,0,0.113130621688803,"M353","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.38"
"EC:2.1.1.77","EC:2.1.1.77",1,0,0.00352448258734754,0,0.112971741967196,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.77"
"EC:3.5.1.18","EC:3.5.1.18",0,0,NA,0,0.112781931833978,"M354","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.18"
"EC:5.1.99.1","EC:5.1.99.1",1,0,1.05046062652345,0,0.112004245994764,"M78","k__Isomerases.","p__Racemases and epimerases.","c__Acting on other compounds.","o__EC:5.1.99.1"
"EC:1.18.1.2","EC:1.18.1.2",0,0,NA,0,0.111647341028217,"M355","k__Oxidoreductases.","p__Acting on iron-sulfur proteins as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.18.1.2"
"EC:2.4.1.1","EC:2.4.1.1",0,0,NA,0,0.111603350128853,"M356","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.1"
"EC:5.3.1.16","EC:5.3.1.16",0,0,NA,0,0.111496012374241,"M357","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting aldoses and ketoses.","o__EC:5.3.1.16"
"EC:3.6.1.23","EC:3.6.1.23",0,0,NA,0,0.111494822140377,"M358","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.23"
"EC:4.1.1.44","EC:4.1.1.44",0,0,NA,0,0.111444446598441,"M359","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.44"
"EC:4.1.2.25","EC:4.1.2.25",2,0,0.273372231798084,0,0.11132515319223,"M30","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.25"
"EC:3.1.3.1","EC:3.1.3.1",2,0,0.0606487480338206,0,0.111072455432907,"M9","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.1"
"EC:2.8.1.10","EC:2.8.1.10",0,0,NA,0,0.110777660887858,"M360","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.10"
"EC:3.6.1.7","EC:3.6.1.7",0,0,NA,0,0.110754482767985,"M361","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.7"
"EC:3.5.1.5","EC:3.5.1.5",0,0,NA,0,0.110395693790502,"M362","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.5"
"EC:2.7.9.1","EC:2.7.9.1",0,0,NA,0,0.110337837641211,"M363","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with paired acceptors.","o__EC:2.7.9.1"
"EC:2.5.1.49","EC:2.5.1.49",0,0,NA,0,0.110195948648489,"M364","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.49"
"EC:3.5.4.13","EC:3.5.4.13",0,0,NA,0,0.108783226075604,"M365","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.13"
"EC:2.3.1.181","EC:2.3.1.181",0,0,NA,0,0.10875547333943,"M366","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.181"
"EC:1.2.1.70","EC:1.2.1.70",0,0,NA,0,0.108609165460427,"M367","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.70"
"EC:4.99.1.4","EC:4.99.1.4",1,0,0.217032431495012,0,0.108153165056908,"M25","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.4"
"EC:5.3.3.18","EC:5.3.3.18",0,0,NA,0,0.107762893154507,"M368","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Transposing C=C bonds.","o__EC:5.3.3.18"
"EC:2.7.7.87","EC:2.7.7.87",3,0,0.00684365516448577,0,0.107505076562778,"M4","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.87"
"EC:1.1.1.42","EC:1.1.1.42",1,0,1.06242808487231,0,0.107290229676976,"M72","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.42"
"EC:2.8.3.5","EC:2.8.3.5",2,10,0.0681636379663492,0,0.106808124884793,"M9","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.5"
"EC:1.2.4.2","EC:1.2.4.2",0,0,NA,0,0.106285517490874,"M369","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With a disulfide as acceptor.","o__EC:1.2.4.2"
"EC:3.5.4.33","EC:3.5.4.33",0,0,NA,0,0.105718825245728,"M370","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.33"
"EC:4.2.1.96","EC:4.2.1.96",0,0,NA,0,0.105354772804496,"M371","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.96"
"EC:1.2.1.8","EC:1.2.1.8",0,0,NA,0,0.105210377978967,"M372","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.8"
"EC:2.1.1.193","EC:2.1.1.193",1,0,1.06242808487231,0,0.105201761146579,"M72","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.193"
"EC:2.5.1.32","EC:2.5.1.32",0,0,NA,0,0.105172683466704,"M373","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.32"
"EC:2.8.1.12","EC:2.8.1.12",0,0,NA,0,0.104969847054784,"M374","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.12"
"EC:3.1.1.31","EC:3.1.1.31",0,0,NA,0,0.104653796816038,"M375","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.31"
"EC:1.1.1.284","EC:1.1.1.284",0,0,NA,0,0.10440141039555,"M376","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.284"
"EC:1.8.4.8","EC:1.8.4.8",1,0,0.218039784698348,0,0.103584807693172,"M25","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a disulfide as acceptor.","o__EC:1.8.4.8"
"EC:4.1.3.34","EC:4.1.3.34",1,0,1.09998464780075,0,0.103536917010296,"M62","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.34"
"EC:1.7.1.15","EC:1.7.1.15",4,28,0.0151878646464434,0,0.10336458278807,"M5","k__Oxidoreductases.","p__Acting on other nitrogenous compounds as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.7.1.15"
"EC:1.3.1.76","EC:1.3.1.76",3,3,0.363753773880456,0,0.101786925625184,"M25","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.76"
"EC:2.7.1.4","EC:2.7.1.4",0,0,NA,0,0.101350571247849,"M377","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.4"
"EC:2.4.99.17","EC:2.4.99.17",1,0,0.108299661863105,0,0.101130037789161,"M18","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.17"
"EC:2.4.1.21","EC:2.4.1.21",0,0,NA,0,0.100148706519562,"M378","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.21"
"EC:2.7.7.85","EC:2.7.7.85",15,2,0.00473462742257414,0,0.099933816526502,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.85"
"EC:4.4.1.5","EC:4.4.1.5",0,0,NA,0,0.0991962630699888,"M379","k__Lyases.","p__Carbon-sulfur lyases.","c__Carbon-sulfur lyases.","o__EC:4.4.1.5"
"EC:4.2.1.59","EC:4.2.1.59",0,0,NA,0,0.0991826472168668,"M380","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.59"
"EC:1.3.99.16","EC:1.3.99.16",0,0,NA,0,0.0991711974692998,"M381","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.16"
"EC:4.1.99.3","EC:4.1.99.3",0,0,NA,0,0.0988807248017717,"M382","k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.3"
"EC:3.1.21.2","EC:3.1.21.2",0,0,NA,0,0.0966162600998871,"M383","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.21.2"
"EC:1.1.1.169","EC:1.1.1.169",0,0,NA,0,0.0962243196183257,"M384","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.169"
"EC:4.99.1.1","EC:4.99.1.1",0,0,NA,0,0.0958027893701753,"M385","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.1"
"EC:2.3.1.241","EC:2.3.1.241",0,0,NA,0,0.0950762486283167,"M386","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.241"
"EC:3.4.22.70","EC:3.4.22.70",0,0,NA,0,0.0949030942112181,"M387","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Cysteine endopeptidases.","o__EC:3.4.22.70"
"EC:3.5.2.6","EC:3.5.2.6",0,0,NA,0,0.0943630639821949,"M388","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.6"
"EC:3.2.1.4","EC:3.2.1.4",0,0,NA,0,0.0933690224464277,"M389","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.4"
"EC:2.4.1.129","EC:2.4.1.129",2,1,0.00415199753263134,0,0.0931864779564226,"M2","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.129"
"EC:2.7.8.33","EC:2.7.8.33",18,391,0.00530969652362977,0,0.0929434659429088,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.33"
"EC:2.7.1.6","EC:2.7.1.6",0,0,NA,0,0.0927927122361552,"M390","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.6"
"EC:5.4.2.2","EC:5.4.2.2",0,0,NA,0,0.0925472060820774,"M391","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.2"
"EC:2.3.1.183","EC:2.3.1.183",0,0,NA,0,0.0921655587495524,"M392","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.183"
"EC:1.13.12.16","EC:1.13.12.16",0,0,NA,0,0.0915517137029475,"M393","k__Oxidoreductases.","p__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","c__With incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases).","o__EC:1.13.12.16"
"EC:1.3.8.6","EC:1.3.8.6",0,0,NA,0,0.0915209677212935,"M394","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With a flavin as acceptor.","o__EC:1.3.8.6"
"EC:4.1.2.4","EC:4.1.2.4",0,0,NA,0,0.0913881146741489,"M395","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.4"
"EC:2.1.1.190","EC:2.1.1.190",0,0,NA,0,0.0911864626562738,"M396","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.190"
"EC:2.7.1.31","EC:2.7.1.31",2,0,0.00400227512201522,0,0.0907818572371402,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.31"
"EC:3.1.3.15","EC:3.1.3.15",4,0,0.00418820190471669,0,0.0905285032463525,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.15"
"EC:4.1.1.11","EC:4.1.1.11",0,0,NA,0,0.0904371567689366,"M397","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.11"
"EC:2.7.7.27","EC:2.7.7.27",0,0,NA,0,0.0902703042549676,"M398","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.27"
"EC:2.5.1.48","EC:2.5.1.48",0,0,NA,0,0.0901814278569692,"M399","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.48"
"EC:4.3.1.3","EC:4.3.1.3",0,0,NA,0,0.0901140139682778,"M400","k__Lyases.","p__Carbon-nitrogen lyases.","c__Ammonia-lyases.","o__EC:4.3.1.3"
"EC:2.4.1.15","EC:2.4.1.15",1,0,1.02864327408502,0,0.0900388508742453,"M87","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.15"
"EC:1.6.5.2","EC:1.6.5.2",0,0,NA,0,0.0894371422739674,"M401","k__Oxidoreductases.","p__Acting on NADH or NADPH.","c__With a quinone or similar compound as acceptor.","o__EC:1.6.5.2"
"EC:2.6.1.1","EC:2.6.1.1",1,0,1.10685066062523,0,0.0889107649274535,"M56","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.1"
"EC:3.2.1.1","EC:3.2.1.1",0,0,NA,0,0.0884679188915111,"M402","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.1"
"EC:1.11.1.6","EC:1.11.1.6",0,0,NA,0,0.0884458782039497,"M403","k__Oxidoreductases.","p__Acting on a peroxide as acceptor.","c__Peroxidases.","o__EC:1.11.1.6"
"EC:2.7.4.1","EC:2.7.4.1",0,0,NA,0,0.0883089413073326,"M404","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a phosphate group as acceptor.","o__EC:2.7.4.1"
"EC:2.7.7.77","EC:2.7.7.77",0,0,NA,0,0.088279501198122,"M405","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.77"
"EC:5.1.3.14","EC:5.1.3.14",0,0,NA,0,0.0878120376030824,"M406","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.14"
"EC:4.1.2.50","EC:4.1.2.50",1,0,1,1.93385000977253e-18,0.0877678509935127,"M96","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.50"
"EC:4.2.3.12","EC:4.2.3.12",1,0,1,0,0.0877678509935127,"M96","k__Lyases.","p__Carbon-oxygen lyases.","c__Acting on phosphates.","o__EC:4.2.3.12"
"EC:2.6.1.52","EC:2.6.1.52",0,0,NA,0,0.0875118167071212,"M407","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.52"
"EC:2.6.1.19","EC:2.6.1.19",0,0,NA,0,0.0874091800174855,"M408","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.19"
"EC:1.11.1.9","EC:1.11.1.9",0,0,NA,0,0.0873587381340323,"M409","k__Oxidoreductases.","p__Acting on a peroxide as acceptor.","c__Peroxidases.","o__EC:1.11.1.9"
"EC:2.3.1.31","EC:2.3.1.31",0,0,NA,0,0.087118248673422,"M410","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.31"
"EC:4.1.3.4","EC:4.1.3.4",0,0,NA,0,0.0867782127273442,"M411","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.4"
"EC:2.7.3.9","EC:2.7.3.9",0,0,NA,0,0.0866298365844415,"M412","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a nitrogenous group as acceptor.","o__EC:2.7.3.9"
"EC:3.5.4.5","EC:3.5.4.5",0,0,NA,0,0.0860086251220443,"M413","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.5"
"EC:1.2.4.4","EC:1.2.4.4",0,0,NA,0,0.085276575093562,"M414","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With a disulfide as acceptor.","o__EC:1.2.4.4"
"EC:4.1.2.14","EC:4.1.2.14",1,0,1.00023110718268,0,0.0849890057855698,"M93","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.14"
"EC:4.1.3.42","EC:4.1.3.42",1,0,1.00023110718268,0,0.084870998422052,"M93","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.42"
"EC:5.1.3.3","EC:5.1.3.3",1,0,0.122075262820249,0,0.0848024110950685,"M20","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.3"
"EC:2.7.2.1","EC:2.7.2.1",0,0,NA,0,0.0842655498514902,"M415","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a carboxy group as acceptor.","o__EC:2.7.2.1"
"EC:2.5.1.30","EC:2.5.1.30",7,113,0.00456729309923841,0,0.0842280982246179,"M2","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.30"
"EC:3.1.3.12","EC:3.1.3.12",1,0,1.02864327408502,0,0.0840789863988056,"M87","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.12"
"EC:1.13.11.49","EC:1.13.11.49",2,0,0.136097236168223,0,0.0836201265463404,"M19","k__Oxidoreductases.","p__Acting on single donors with incorporation of molecular oxygen (oxygenases). The oxygen incorporated need not be derived from O2.","c__With incorporation of two atoms of oxygen.","o__EC:1.13.11.49"
"EC:1.2.1.18","EC:1.2.1.18",1,0,1.00000031170841,1.93385000977253e-18,0.0828921045787422,"M95","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.18"
"EC:1.2.1.27","EC:1.2.1.27",1,0,1.00000031170841,1.93385000977253e-18,0.0828917292449366,"M95","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.27"
"EC:3.5.1.16","EC:3.5.1.16",0,0,NA,0,0.0822248446728509,"M416","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.16"
"EC:1.3.1.14","EC:1.3.1.14",2,0,0.182589650381324,0,0.0820330994761224,"M22","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.14"
"EC:3.6.3.29","EC:3.6.3.29",0,0,NA,0,0.0819458268972494,"M417","k__Hydrolases.","p__Acting on acid anhydrides.","c__Acting on acid anhydrides; catalyzing transmembrane movement of substances.","o__EC:3.6.3.29"
"EC:6.2.1.3","EC:6.2.1.3",79,0,0.0128449491495212,0.996394142568415,0.0815513172402291,"M1","k__Ligases.","p__Forming carbon-sulfur bonds.","c__Acid--thiol ligases.","o__EC:6.2.1.3"
"EC:4.4.1.8","EC:4.4.1.8",0,0,NA,0,0.0814589283518042,"M418","k__Lyases.","p__Carbon-sulfur lyases.","c__Carbon-sulfur lyases.","o__EC:4.4.1.8"
"EC:3.4.11.2","EC:3.4.11.2",3,0,0.0117663787766839,3.86770001954505e-18,0.0814401749999503,"M5","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Aminopeptidases.","o__EC:3.4.11.2"
"EC:3.5.4.4","EC:3.5.4.4",0,0,NA,0,0.0813323943085734,"M419","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.4"
"EC:2.4.2.21","EC:2.4.2.21",0,0,NA,0,0.0813255184036605,"M420","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.21"
"EC:1.4.3.5","EC:1.4.3.5",0,0,NA,0,0.0812651893922553,"M421","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.5"
"EC:3.1.13.3","EC:3.1.13.3",3,2,0.220373791439815,0,0.0812186036946574,"M22","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.3"
"EC:3.5.2.7","EC:3.5.2.7",1,0,1.03142373739606,0,0.0810565630067551,"M84","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.7"
"EC:4.2.1.49","EC:4.2.1.49",1,0,1.03142373739606,0,0.0810521028257803,"M84","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.49"
"EC:2.3.1.47","EC:2.3.1.47",0,0,NA,0,0.0806508228773978,"M422","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.47"
"EC:5.1.99.6","EC:5.1.99.6",0,0,NA,0,0.0804151664562933,"M423","k__Isomerases.","p__Racemases and epimerases.","c__Acting on other compounds.","o__EC:5.1.99.6"
"EC:2.7.7.12","EC:2.7.7.12",0,0,NA,0,0.0798187484864873,"M424","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.12"
"EC:3.5.99.10","EC:3.5.99.10",0,0,NA,0,0.0798012384568482,"M425","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In other compounds.","o__EC:3.5.99.10"
"EC:2.1.1.14","EC:2.1.1.14",0,0,NA,0,0.0794472421323284,"M426","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.14"
"EC:3.4.25.1","EC:3.4.25.1",5,8,0.00541506186216708,0,0.0793963696314745,"M4","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Threonine endopeptidases.","o__EC:3.4.25.1"
"EC:2.5.1.74","EC:2.5.1.74",4,0,0.178257395950201,0,0.0790402345715234,"M19","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.74"
"EC:3.1.1.24","EC:3.1.1.24",0,0,NA,0,0.0787130251812448,"M427","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.24"
"EC:3.8.1.2","EC:3.8.1.2",0,0,NA,0,0.0783984803489493,"M428","k__Hydrolases.","p__Acting on halide bonds.","c__In C-halide compounds.","o__EC:3.8.1.2"
"EC:4.3.1.17","EC:4.3.1.17",0,0,NA,0,0.0783467973267968,"M429","k__Lyases.","p__Carbon-nitrogen lyases.","c__Ammonia-lyases.","o__EC:4.3.1.17"
"EC:1.14.13.149","EC:1.14.13.149",1,0,0.00548813413272146,0,0.0781399256847782,"M4","k__Oxidoreductases.","p__Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O2.","c__With NADH or NADPH as one donor, and incorporation of one atom of oxygen.","o__EC:1.14.13.149"
"EC:5.3.1.28","EC:5.3.1.28",0,0,NA,0,0.0780712495605132,"M430","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting aldoses and ketoses.","o__EC:5.3.1.28"
"EC:2.1.1.33","EC:2.1.1.33",0,0,NA,0,0.0777609816299681,"M431","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.33"
"EC:2.4.2.28","EC:2.4.2.28",0,0,NA,0,0.0775724875358682,"M432","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.28"
"EC:2.7.8.26","EC:2.7.8.26",0,0,NA,0,0.0774929847842343,"M433","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.26"
"EC:4.1.1.65","EC:4.1.1.65",0,0,NA,0,0.0773144108703264,"M434","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.65"
"EC:3.2.1.23","EC:3.2.1.23",0,0,NA,0,0.0771951611267368,"M435","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.23"
