"","name","degree","betweenness_centrality","closeness_centrality","eigenvector_centrality","Abundance","module","kingdom","phylum","class","order"
"EC:2.5.1.72","EC:2.5.1.72",6,2070,0.000261192882361536,3.86780233677434e-17,0.131846644930177,"M5","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.72"
"EC:2.3.1.61","EC:2.3.1.61",0,0,NA,9.66950584193586e-18,0.131781205525148,"M112","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.61"
"EC:2.1.1.185","EC:2.1.1.185",24,1366,0.00029367024091351,6.18848373883895e-17,0.131655902584728,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.185"
"EC:2.5.1.29","EC:2.5.1.29",21,24,0.000293752435092501,6.18848373883895e-17,0.131526119157236,"M2","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.29"
"EC:1.17.1.2","EC:1.17.1.2",11,11,0.000187529647898346,9.28272560825842e-17,0.131391543393586,"M8","k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.17.1.2"
"EC:1.17.1.4","EC:1.17.1.4",6,0,0.000204434825477694,3.09424186941947e-17,0.131305436920978,"M2","k__Oxidoreductases.","p__Acting on CH or CH2 groups.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.17.1.4"
"EC:4.4.1.16","EC:4.4.1.16",17,1250,0.000299789028556944,9.28272560825842e-17,0.131280470348707,"M2","k__Lyases.","p__Carbon-sulfur lyases.","c__Carbon-sulfur lyases.","o__EC:4.4.1.16"
"EC:2.1.1.79","EC:2.1.1.79",5,0,0.000279934612798539,3.09424186941947e-17,0.131177426570764,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.79"
"EC:2.7.7.24","EC:2.7.7.24",2,0,0.000221480353765286,9.66950584193586e-18,0.130908721622787,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.24"
"EC:2.1.1.170","EC:2.1.1.170",29,1141,0.00030066994956241,1.23769674776779e-16,0.130833871391942,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.170"
"EC:1.1.1.94","EC:1.1.1.94",9,2,0.000164361027224595,6.18848373883895e-17,0.130807757384903,"M8","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.94"
"EC:2.5.1.61","EC:2.5.1.61",7,0,0.000163017405470657,3.86780233677434e-17,0.130763401652733,"M8","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.61"
"EC:2.7.1.39","EC:2.7.1.39",21,1537,0.000294688050718496,1.23769674776779e-16,0.130591018451289,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.39"
"EC:2.7.7.56","EC:2.7.7.56",0,0,NA,9.66950584193586e-18,0.130234383902554,"M113","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.56"
"EC:2.1.3.3","EC:2.1.3.3",23,2410,0.000322376516138751,1.54712093470974e-16,0.130016343790193,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Carboxy- and carbamoyltransferases.","o__EC:2.1.3.3"
"EC:1.4.3.16","EC:1.4.3.16",1,0,0.000213130516290398,8.70255525774227e-18,0.129922410188745,"M5","k__Oxidoreductases.","p__Acting on the CH-NH2 group of donors.","c__With oxygen as acceptor.","o__EC:1.4.3.16"
"EC:3.1.22.4","EC:3.1.22.4",53,1253,0.000263516424286295,6.18848373883895e-17,0.129861554374478,"M3","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing other than 5'-phosphomonoesters.","o__EC:3.1.22.4"
"EC:2.4.1.18","EC:2.4.1.18",0,0,NA,9.66950584193586e-18,0.129347343490469,"M114","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.18"
"EC:2.7.7.60","EC:2.7.7.60",10,2593,0.000188053531881465,1.08298465429682e-16,0.129324865701759,"M8","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.60"
"EC:2.4.2.14","EC:2.4.2.14",13,0,0.000187331459292076,9.28272560825842e-17,0.12895566204499,"M8","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.14"
"EC:4.2.1.24","EC:4.2.1.24",13,960,0.000187289779549403,1.08298465429682e-16,0.128749738489136,"M8","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.24"
"EC:5.4.99.18","EC:5.4.99.18",12,0,0.000187624352286903,1.08298465429682e-16,0.128629523301098,"M8","k__Isomerases.","p__Intramolecular transferases.","c__Transferring other groups.","o__EC:5.4.99.18"
"EC:5.1.3.13","EC:5.1.3.13",0,0,NA,9.66950584193586e-18,0.128545622451249,"M115","k__Isomerases.","p__Racemases and epimerases.","c__Acting on carbohydrates and derivatives.","o__EC:5.1.3.13"
"EC:4.1.1.48","EC:4.1.1.48",12,91,0.000187529580172529,1.08298465429682e-16,0.128469370475606,"M8","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.48"
"EC:2.1.2.11","EC:2.1.2.11",4,67,0.000253152034684138,2.32068140206461e-17,0.128266197786557,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Hydroxymethyl-, formyl- and related transferases.","o__EC:2.1.2.11"
"EC:2.3.1.35","EC:2.3.1.35",5,0,0.000279456572559225,0,0.127682870771542,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.35"
"EC:2.7.4.7","EC:2.7.4.7",1,0,1,9.66950584193586e-18,0.127565569151617,"M58","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a phosphate group as acceptor.","o__EC:2.7.4.7"
"EC:2.7.1.49","EC:2.7.1.49",1,0,1,7.73560467354869e-18,0.127565569151617,"M58","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.49"
"EC:3.1.11.5","EC:3.1.11.5",0,0,NA,9.66950584193586e-18,0.127436096586893,"M116","k__Hydrolases.","p__Acting on ester bonds.","c__Exodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.11.5"
"EC:2.5.1.9","EC:2.5.1.9",13,102,0.000187011808591736,1.39240884123876e-16,0.127412077906387,"M8","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.9"
"EC:4.6.1.12","EC:4.6.1.12",8,0,0.00016486924694099,3.86780233677434e-17,0.126937511565393,"M8","k__Lyases.","p__Phosphorus-oxygen lyases.","c__Phosphorus-oxygen lyases.","o__EC:4.6.1.12"
"EC:2.6.1.11","EC:2.6.1.11",10,6805,0.000219886088098821,6.18848373883895e-17,0.126774804102391,"M8","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.11"
"EC:2.7.8.7","EC:2.7.8.7",29,7442,0.000324663936749586,9.28272560825842e-17,0.126693023362548,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.7"
"EC:4.1.2.5","EC:4.1.2.5",0,0,NA,9.66950584193586e-18,0.126365116894103,"M117","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.5"
"EC:2.4.2.7","EC:2.4.2.7",3,533,0.000281301030448054,2.32068140206461e-17,0.125499907895419,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.7"
"EC:5.1.1.7","EC:5.1.1.7",12,6218,0.000219171798994442,7.73560467354869e-17,0.124882884111595,"M8","k__Isomerases.","p__Racemases and epimerases.","c__Acting on amino acids and derivatives.","o__EC:5.1.1.7"
"EC:1.3.1.10","EC:1.3.1.10",0,0,NA,9.66950584193586e-18,0.124328935503983,"M118","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.10"
"EC:2.4.2.8","EC:2.4.2.8",8,9533,0.000264456631389411,4.64136280412921e-17,0.124293966697125,"M2","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.8"
"EC:3.1.1.61","EC:3.1.1.61",1,0,0.000269289460102412,1.93390116838717e-18,0.124233974911532,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.61"
"EC:3.1.21.3","EC:3.1.21.3",9,75,0.000282477384528561,4.64136280412921e-17,0.123847660208901,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.21.3"
"EC:3.6.1.13","EC:3.6.1.13",6,96,0.000226452927651636,5.41492327148408e-17,0.123426788352285,"M2","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.13"
"EC:2.7.8.41","EC:2.7.8.41",1,0,1.1580991611876,6.7686540893551e-18,0.123268397848306,"M46","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Transferases for other substituted phosphate groups.","o__EC:2.7.8.41"
"EC:3.1.5.1","EC:3.1.5.1",9,7006,0.000288317061596661,7.73560467354869e-17,0.123253638184324,"M7","k__Hydrolases.","p__Acting on ester bonds.","c__Triphosphoric monoester hydrolases.","o__EC:3.1.5.1"
"EC:1.1.1.35","EC:1.1.1.35",0,0,NA,9.66950584193586e-18,0.12274134807886,"M119","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.35"
"EC:2.1.1.226","EC:2.1.1.226",39,5342.5,0.00033910533268811,1.23769674776779e-16,0.122610869085141,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.226"
"EC:2.1.1.227","EC:2.1.1.227",39,5342.5,0.00033910533268811,1.23769674776779e-16,0.122610869085141,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.227"
"EC:2.7.4.16","EC:2.7.4.16",2,0,0.000205450277745067,1.54712093470974e-17,0.122547580190365,"M3","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a phosphate group as acceptor.","o__EC:2.7.4.16"
"EC:1.1.1.37","EC:1.1.1.37",11,580,0.000296902954595935,1.54712093470974e-17,0.121803637943295,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.37"
"EC:3.1.1.45","EC:3.1.1.45",1,0,0.000242273061077303,9.66950584193586e-19,0.121305646116638,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.45"
"EC:2.7.2.11","EC:2.7.2.11",18,2260,0.000288631360571976,1.23769674776779e-16,0.120760452382219,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with a carboxy group as acceptor.","o__EC:2.7.2.11"
"EC:2.2.1.7","EC:2.2.1.7",3,0,0.000187502697349639,7.73560467354869e-18,0.120494652227133,"M8","k__Transferases.","p__Transferring aldehyde or ketonic groups.","c__Transketolases and transaldolases.","o__EC:2.2.1.7"
"EC:2.4.2.1","EC:2.4.2.1",2,152,0.000255598231997902,7.73560467354869e-18,0.119586614384052,"M2","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.1"
"EC:2.7.7.19","EC:2.7.7.19",0,0,NA,9.66950584193586e-18,0.119339389432103,"M120","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.19"
"EC:5.1.1.3","EC:5.1.1.3",2,0,0.000268722230064822,1.35373081787102e-17,0.118309306314252,"M2","k__Isomerases.","p__Racemases and epimerases.","c__Acting on amino acids and derivatives.","o__EC:5.1.1.3"
"EC:2.7.1.15","EC:2.7.1.15",54,899,0.000336330752780822,1.85654512165168e-16,0.11690521777359,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.15"
"EC:4.1.1.37","EC:4.1.1.37",11,1355,0.000298365670828269,6.18848373883895e-17,0.116509484927801,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.37"
"EC:5.4.2.10","EC:5.4.2.10",11,11259,0.000264077518884969,9.28272560825842e-17,0.116419269839292,"M2","k__Isomerases.","p__Intramolecular transferases.","c__Phosphotransferases (phosphomutases).","o__EC:5.4.2.10"
"EC:2.7.1.17","EC:2.7.1.17",2,0,0.000200444923490675,1.74051105154845e-17,0.116041848835916,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.17"
"EC:3.1.13.5","EC:3.1.13.5",1,0,1.1580991611876,7.73560467354869e-18,0.115796310159528,"M46","k__Hydrolases.","p__Acting on ester bonds.","c__Exoribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.13.5"
"EC:2.6.1.17","EC:2.6.1.17",1,0,0.392134890997128,2.90085175258076e-18,0.115020788131129,"M26","k__Transferases.","p__Transferring nitrogenous groups.","c__Transaminases.","o__EC:2.6.1.17"
"EC:2.3.1.30","EC:2.3.1.30",0,0,NA,9.66950584193586e-18,0.114474947581974,"M121","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.30"
"EC:1.2.1.41","EC:1.2.1.41",11,5,0.000265104685276188,4.64136280412921e-17,0.114124321806529,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.41"
"EC:2.4.2.29","EC:2.4.2.29",4,30,0.000238576373800745,1.1603407010323e-17,0.114091875229719,"M1","k__Transferases.","p__Glycosyltransferases.","c__Pentosyltransferases.","o__EC:2.4.2.29"
"EC:1.2.1.88","EC:1.2.1.88",1,0,1.23620154023897,5.80170350516151e-18,0.114076911972555,"M33","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.88"
"EC:2.7.1.25","EC:2.7.1.25",10,2387,0.00029263051430625,3.09424186941947e-17,0.113971262656001,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.25"
"EC:1.5.1.20","EC:1.5.1.20",1,0,0.393399140049923,3.86780233677434e-18,0.113848720808189,"M26","k__Oxidoreductases.","p__Acting on the CH-NH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.5.1.20"
"EC:1.1.1.133","EC:1.1.1.133",1,0,0.000212720119904175,5.80170350516151e-18,0.113191838520052,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.133"
"EC:1.1.1.38","EC:1.1.1.38",27,10159,0.000334067791262544,6.18848373883895e-17,0.113130621688803,"M2","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.38"
"EC:2.1.1.77","EC:2.1.1.77",35,1875,0.000315963696269976,6.18848373883895e-17,0.112971741967196,"M2","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.77"
"EC:3.5.1.18","EC:3.5.1.18",12,528,0.000302649892480442,6.18848373883895e-17,0.112781931833978,"M2","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.18"
"EC:5.1.99.1","EC:5.1.99.1",2,0,0.000228894307962313,1.1603407010323e-17,0.112004245994764,"M1","k__Isomerases.","p__Racemases and epimerases.","c__Acting on other compounds.","o__EC:5.1.99.1"
"EC:1.18.1.2","EC:1.18.1.2",0,0,NA,9.66950584193586e-18,0.111647341028217,"M122","k__Oxidoreductases.","p__Acting on iron-sulfur proteins as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.18.1.2"
"EC:2.4.1.1","EC:2.4.1.1",0,0,NA,9.66950584193586e-18,0.111603350128853,"M123","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.1"
"EC:5.3.1.16","EC:5.3.1.16",9,1244,0.000232958929466956,4.64136280412921e-17,0.111496012374241,"M1","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Interconverting aldoses and ketoses.","o__EC:5.3.1.16"
"EC:3.6.1.23","EC:3.6.1.23",2,1,0.589148997260694,1.74051105154845e-17,0.111494822140377,"M26","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.23"
"EC:4.1.1.44","EC:4.1.1.44",3,944,0.000209757647935939,2.32068140206461e-17,0.111444446598441,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Carboxy-lyases.","o__EC:4.1.1.44"
"EC:4.1.2.25","EC:4.1.2.25",23,7658,0.000295047172825915,1.85654512165168e-16,0.11132515319223,"M2","k__Lyases.","p__Carbon-carbon lyases.","c__Aldehyde-lyases.","o__EC:4.1.2.25"
"EC:3.1.3.1","EC:3.1.3.1",20,14220,0.000333587816574011,1.54712093470974e-16,0.111072455432907,"M1","k__Hydrolases.","p__Acting on ester bonds.","c__Phosphoric monoester hydrolases.","o__EC:3.1.3.1"
"EC:2.8.1.10","EC:2.8.1.10",0,0,NA,9.66950584193586e-18,0.110777660887858,"M124","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.10"
"EC:3.6.1.7","EC:3.6.1.7",2,0,0.000280010662662984,1.54712093470974e-17,0.110754482767985,"M1","k__Hydrolases.","p__Acting on acid anhydrides.","c__In phosphorus-containing anhydrides.","o__EC:3.6.1.7"
"EC:3.5.1.5","EC:3.5.1.5",3,0,0.000235388105810838,1.54712093470974e-17,0.110395693790502,"M1","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In linear amides.","o__EC:3.5.1.5"
"EC:2.7.9.1","EC:2.7.9.1",19,3417,0.000327358455210988,9.28272560825842e-17,0.110337837641211,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with paired acceptors.","o__EC:2.7.9.1"
"EC:2.5.1.49","EC:2.5.1.49",7,2161,0.000269895163824456,3.86780233677434e-17,0.110195948648489,"M2","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.49"
"EC:3.5.4.13","EC:3.5.4.13",1,0,0.000201010347022805,1.35373081787102e-17,0.108783226075604,"M12","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.13"
"EC:2.3.1.181","EC:2.3.1.181",3,944,0.000243329391579799,3.09424186941947e-17,0.10875547333943,"M12","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.181"
"EC:1.2.1.70","EC:1.2.1.70",3,52,0.00023850544559073,1.93390116838717e-17,0.108609165460427,"M2","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.70"
"EC:4.99.1.4","EC:4.99.1.4",13,7314,0.000289313726038884,7.73560467354869e-17,0.108153165056908,"M2","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.4"
"EC:5.3.3.18","EC:5.3.3.18",0,0,NA,9.66950584193586e-18,0.107762893154507,"M125","k__Isomerases.","p__Intramolecular oxidoreductases.","c__Transposing C=C bonds.","o__EC:5.3.3.18"
"EC:2.7.7.87","EC:2.7.7.87",23,790,0.00027519518270851,9.28272560825842e-17,0.107505076562778,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.87"
"EC:1.1.1.42","EC:1.1.1.42",14,5007,0.0003039427832452,9.28272560825842e-17,0.107290229676976,"M1","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.42"
"EC:2.8.3.5","EC:2.8.3.5",18,7509.5,0.000326982929319075,6.18848373883895e-17,0.106808124884793,"M1","k__Transferases.","p__Transferring sulfur-containing groups.","c__CoA-transferases.","o__EC:2.8.3.5"
"EC:1.2.4.2","EC:1.2.4.2",0,0,NA,9.66950584193586e-18,0.106285517490874,"M126","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With a disulfide as acceptor.","o__EC:1.2.4.2"
"EC:3.5.4.33","EC:3.5.4.33",2,12,0.000248549973628595,2.12729128522589e-17,0.105718825245728,"M2","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amidines.","o__EC:3.5.4.33"
"EC:4.2.1.96","EC:4.2.1.96",1,0,1.14944350898121,5.80170350516151e-18,0.105354772804496,"M47","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.96"
"EC:1.2.1.8","EC:1.2.1.8",5,3317,0.00028554492890687,4.64136280412921e-17,0.105210377978967,"M1","k__Oxidoreductases.","p__Acting on the aldehyde or oxo group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.2.1.8"
"EC:2.1.1.193","EC:2.1.1.193",12,797,0.000289163415006294,6.18848373883895e-17,0.105201761146579,"M1","k__Transferases.","p__Transferring one-carbon groups.","c__Methyltransferases.","o__EC:2.1.1.193"
"EC:2.5.1.32","EC:2.5.1.32",0,0,NA,9.66950584193586e-18,0.105172683466704,"M127","k__Transferases.","p__Transferring alkyl or aryl groups, other than methyl groups.","c__Transferring alkyl or aryl groups, other than methyl groups.","o__EC:2.5.1.32"
"EC:2.8.1.12","EC:2.8.1.12",0,0,NA,9.66950584193586e-18,0.104969847054784,"M128","k__Transferases.","p__Transferring sulfur-containing groups.","c__Sulfurtransferases.","o__EC:2.8.1.12"
"EC:3.1.1.31","EC:3.1.1.31",0,0,NA,9.66950584193586e-18,0.104653796816038,"M129","k__Hydrolases.","p__Acting on ester bonds.","c__Carboxylic ester hydrolases.","o__EC:3.1.1.31"
"EC:1.1.1.284","EC:1.1.1.284",1,0,1.23851712385519,7.73560467354869e-18,0.10440141039555,"M31","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.284"
"EC:1.8.4.8","EC:1.8.4.8",8,3600,0.000250751288512607,4.64136280412921e-17,0.103584807693172,"M2","k__Oxidoreductases.","p__Acting on a sulfur group of donors.","c__With a disulfide as acceptor.","o__EC:1.8.4.8"
"EC:4.1.3.34","EC:4.1.3.34",11,1706,0.000295230531912622,7.73560467354869e-17,0.103536917010296,"M1","k__Lyases.","p__Carbon-carbon lyases.","c__Oxo-acid-lyases.","o__EC:4.1.3.34"
"EC:1.7.1.15","EC:1.7.1.15",41,15455,0.000341460532764263,2.47539349553558e-16,0.10336458278807,"M1","k__Oxidoreductases.","p__Acting on other nitrogenous compounds as donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.7.1.15"
"EC:1.3.1.76","EC:1.3.1.76",12,13,0.000267996290360171,4.64136280412921e-17,0.101786925625184,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.3.1.76"
"EC:2.7.1.4","EC:2.7.1.4",3,1007,0.000212656435241721,1.54712093470974e-17,0.101350571247849,"M1","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Phosphotransferases with an alcohol group as acceptor.","o__EC:2.7.1.4"
"EC:2.4.99.17","EC:2.4.99.17",7,285,0.000250234572271142,5.41492327148408e-17,0.101130037789161,"M1","k__Transferases.","p__Glycosyltransferases.","c__Transferring other glycosyl groups.","o__EC:2.4.99.17"
"EC:2.4.1.21","EC:2.4.1.21",0,0,NA,9.66950584193586e-18,0.100148706519562,"M130","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.21"
"EC:2.7.7.85","EC:2.7.7.85",50,2998,0.000335505499396821,1.85654512165168e-16,0.099933816526502,"M2","k__Transferases.","p__Transferring phosphorus-containing groups.","c__Nucleotidyltransferases.","o__EC:2.7.7.85"
"EC:4.4.1.5","EC:4.4.1.5",0,0,NA,9.66950584193586e-18,0.0991962630699888,"M131","k__Lyases.","p__Carbon-sulfur lyases.","c__Carbon-sulfur lyases.","o__EC:4.4.1.5"
"EC:4.2.1.59","EC:4.2.1.59",28,892,0.000312845641228983,1.23769674776779e-16,0.0991826472168668,"M2","k__Lyases.","p__Carbon-oxygen lyases.","c__Hydro-lyases.","o__EC:4.2.1.59"
"EC:1.3.99.16","EC:1.3.99.16",58,7184,0.000339582329453902,2.47539349553558e-16,0.0991711974692998,"M2","k__Oxidoreductases.","p__Acting on the CH-CH group of donors.","c__With other acceptors.","o__EC:1.3.99.16"
"EC:4.1.99.3","EC:4.1.99.3",1,0,1.14944350898121,9.66950584193586e-18,0.0988807248017717,"M47","k__Lyases.","p__Carbon-carbon lyases.","c__Other carbon-carbon lyases.","o__EC:4.1.99.3"
"EC:3.1.21.2","EC:3.1.21.2",15,2065,0.000292795207181557,7.73560467354869e-17,0.0966162600998871,"M2","k__Hydrolases.","p__Acting on ester bonds.","c__Endodeoxyribonucleases producing 5'-phosphomonoesters.","o__EC:3.1.21.2"
"EC:1.1.1.169","EC:1.1.1.169",0,0,NA,9.66950584193586e-18,0.0962243196183257,"M132","k__Oxidoreductases.","p__Acting on the CH-OH group of donors.","c__With NAD(+) or NADP(+) as acceptor.","o__EC:1.1.1.169"
"EC:4.99.1.1","EC:4.99.1.1",5,755,0.000245836860232404,3.86780233677434e-17,0.0958027893701753,"M1","k__Lyases.","p__Other lyases.","c__Other lyases.","o__EC:4.99.1.1"
"EC:2.3.1.241","EC:2.3.1.241",3,282,0.000280117265077371,1.54712093470974e-17,0.0950762486283167,"M2","k__Transferases.","p__Acyltransferases.","c__Transferring groups other than amino-acyl groups.","o__EC:2.3.1.241"
"EC:3.4.22.70","EC:3.4.22.70",10,3665,0.000294129579043021,7.73560467354869e-17,0.0949030942112181,"M2","k__Hydrolases.","p__Acting on peptide bonds (peptidases).","c__Cysteine endopeptidases.","o__EC:3.4.22.70"
"EC:3.5.2.6","EC:3.5.2.6",3,0,0.00026024271622442,2.32068140206461e-17,0.0943630639821949,"M2","k__Hydrolases.","p__Acting on carbon-nitrogen bonds, other than peptide bonds.","c__In cyclic amides.","o__EC:3.5.2.6"
"EC:3.2.1.4","EC:3.2.1.4",0,0,NA,9.66950584193586e-18,0.0933690224464277,"M133","k__Hydrolases.","p__Glycosylases.","c__Glycosidases, i.e. enzymes hydrolyzing O- and S-glycosyl compounds.","o__EC:3.2.1.4"
"EC:2.4.1.129","EC:2.4.1.129",41,20264,0.000333182420145861,2.47539349553558e-16,0.0931864779564226,"M2","k__Transferases.","p__Glycosyltransferases.","c__Hexosyltransferases.","o__EC:2.4.1.129"
