SampleID	sample_simple	PLFA_ID	Remove.SH	Remove.SHMI	Index	Cornell_ID	State	Site	Cluster	Trt	Field_ID	Collection_Date	Plant_Stage	Latitude	Longitude	Upper	Lower	Current_Land_Use	Cover_Type	Cover_Crop	Crop_Rotation	System_Years	Notes	Start_Date	Cover_0_Planting	Cover_0_Harvest	Crop_1_Planting	Crop_1_Harvest	Cover_1_Planting	Cover_1_Harvest	Crop_2_Planting	Crop_2_Harvest	Cover_2_Planting	Cover_2_Harvest	Crop_3_Planting	Crop_3_Harvest	Cover_3_Planting	Cover_3_Harvest	Stop_Date	Cover_Roots	Crop_Roots	All_Roots	Current_Crop	Previous_Crop	Tillage_Type	Depth	Tillage_Start	Planter Type	Planter_Start	Removal_Type	Residue_Retained	Fertilizer_Type	N_Annual_Rate	P_Annual_Rate	K_Annual_Rate	Fertilizer_Applications_per_Year	Irrigation_Type	Annual_Rate	Irrigation_Applications_per_Year	Grazing_Type	Stocking_Rate	Animal_Type	Rest_Period	Yield_Type	Yield	Units	C Saturation Deficit	texture_class	sand	silt	clay	water_cap	water_capacity_rating	agg_stab	aggregate_stability_rating	SOM	organic_matter_rating	ace	ace_soil_protein_index_rating	resp	respiration_rating	activeC	active_carbon_rating	ph	ph_rating	p	p_rating	k	k_rating	mg	fe	mn	zn	minor_elements_rating	Overall	beta_glucosidase	PLFA	DNA	qPCR	root	rich	dist	ClimateZ	acidity	BSk	Cfa	Csa	Csb	Dfa	Dfb	Dfc	SH	SH_rating	SH_bin	SOM.pred	SOM.corr	SOM.resid	activeC.pred	activeC.corr	activeC.resid	resp.pred	resp.corr	resp.resid	qPCR.pred	qPCR.corr	qPCR.resid	agg_stab.pred	agg_stab.corr	agg_stab.resid	ace.pred	ace.corr	ace.resid	water_cap.pred	water_cap.corr	water_cap.resid	clay.bt	SOM.bt	activeC.bt	resp.bt	qPCR.bt	agg_stab.bt	ace.bt	water_cap.bt	root_bin	rich_bin	dist_bin	SHMI	SHMI_bin	SHMI2	SHMI2_rating	SHMI2_bin
NRCS18S.235	NRCS235	SHI-0235	No	No	235	PP807	WI	WI6	WI6_1	1	Rick Gehrke's No-Till Corn	42657	in-season	44.021985	-88.855898	0	15	cropland.annual	cover crop	Oats + Radish | Oats + Radish	Soybean | Corn	2	NA	10/15/2014	NA	NA	NA	NA	10/15/2014	5/1/2015	5/15/2015	10/1/2015	10/15/2015	5/1/2016	5/15/2016	10/1/2016	NA	NA	10/14/2016	54.38356164	38.08219178	92.46575342	Corn	Soybean	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	24.48175983	loam	43.45934256	35.80291476	0.147461503	-0.323619578	78.57440685	0.759230797	40.56360035	0.407261903	78.48993395	0.396424625	34.14538852	0.833502304	42.60345543	0.887158595	74.48700532	0.176905134	100	5.965989788	100	157.4278989	100	745.1864853	1.424350143	3.527321785	0.369029054	100	74.88637904	176	0.841690968	23303.06907	0.979402161	92.46575342	3	3	Dfb	-0.176905134	0	0	0	0	0	1	0	-0.378192075	16.3961039	very low	1.128167185	2.228411896	-0.720905281	1.327561406	356.8023319	-0.440402812	1.262734594	0.312135568	-0.42923229	1.337234707	983269568.7	-0.357832545	0.805783469	14.48228088	-0.046552672	0.354371876	4.297762592	0.042052748	0.059696889	0.206730443	-0.383316466	20.73774268	3.709962477	621.8101173	0.544056286	2.72E+09	26.70186315	5.151955125	0.211463148	0.353556143	1.184557507	0.420007026	10	4	0.459927781	77.79850746	high
NRCS18S.236	NRCS236	SHI-0236	No	No	236	PP808	WI	WI7	WI7_1	1	Rocco Lewis CT Corn Silage	42657	in-season	44.021937	-88.854949	0	15	cropland.annual	None	None | None	Soybean | Corn	2	NA	10/15/2014	NA	NA	NA	NA	NA	NA	5/15/2015	10/1/2015	NA	NA	5/15/2016	10/1/2016	NA	NA	10/14/2016	0	38.08219178	38.08219178	Corn	Soybean	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	23.18083044	loam	49.5084312	32.47170634	-0.181283175	-0.251786958	81.0994291	0.123463178	21.1427835	0.441788153	80.16438933	0.825555438	51.30529345	0.909470956	44.9324494	1.174982695	86.18307546	-0.084615053	100	6.22934319	100	130.8356976	100	596.9392316	1.265626739	5.249769419	0.878566691	100	76.48274202	170	0.918933369	11178.50253	0.753249274	38.08219178	1	1	Dfb	0.084615053	0	0	0	0	0	1	0	-0.208882478	30.84415584	low	0.882199822	2.553945611	-0.440411669	1.273845602	411.6125629	-0.098862907	1.04203086	0.357077912	-0.132559904	1.147750362	956214409.7	-0.394501087	0.738924344	8.988362885	-0.615461166	0.546433601	4.841441686	0.279121837	-0.087362654	0.224620454	-0.164424304	18.01986246	3.762756904	701.3875724	0.561789542	2.29E+09	16.5734176	6.607991492	0.217301806	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.237	NRCS237	SHI-0237	No	No	237	PP809	WI	WI8	WI8_1	1	Schaefer Conventional Till Soy	42676	post-harvest	44.754192	-91.253757	0	15	cropland.annual	None	None | None	Corn | Soybean	2	NA	11/3/2014	NA	NA	NA	NA	NA	NA	5/15/2015	10/1/2015	NA	NA	5/15/2016	10/1/2016	NA	NA	11/2/2016	0	38.08219178	38.08219178	Soybean	Corn	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	30.29940599	silt loam	19.55724456	68.08818478	-0.866535792	-0.026947779	88.0815121	-0.659811815	10.71255479	-0.627533958	22.95643638	0.393648836	34.05969325	0.65858616	37.58028146	0.52831587	57.52860272	0.274792579	100	3.844569682	100	149.0251615	100	367.7661605	1.867045032	8.072533031	0.446802743	100	65.09190807	152	0.069634162	9233.276581	0.64566127	38.08219178	1	1	Dfb	-0.274792579	0	0	0	0	0	1	0	-0.616783742	4.87012987	very low	0.369492574	1.934234625	-0.997026532	1.161877567	329.1008019	-0.633561697	0.581984445	0.392005807	0.076601716	0.752779274	1189933111	-0.107118004	0.599559683	4.957442868	-1.259371498	0.946777115	3.291121726	-0.553128279	-0.393901263	0.274758429	0.366953484	12.35457065	2.333745943	535.1219498	0.505043123	2.11E+09	8.644709024	5.144246021	0.236639639	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.238	NRCS238	SHI-0238	No	No	238	PP806	MN	MN2	MN2_1	1	MR_ConvSB	42661	post-harvest	44.64017	-93.580686	0	15	cropland.annual	None	None | None | None	Soybean | Corn | Soybean	3	NA	10/19/2013	NA	NA	5/15/2014	10/1/2014	NA	NA	5/1/2015	10/15/2015	NA	NA	5/15/2016	10/1/2016	NA	NA	10/18/2016	0	40.63926941	40.63926941	Soybean	Corn	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	26.38526811	clay loam	36.09129815	34.99762244	1.136077901	0.496773149	97.60801218	0.720921024	31.73943001	-0.018780944	15.75265124	0.329193023	37.83126825	0.036940594	23.69610093	0.322404319	33.71503448	-1.644970137	6.7014	4.243713259	100	200.9154141	100	512.2342067	4.015503384	10.66677979	0.655597789	100	54.70438971	144	0.545656695	8051.617193	0.429506701	40.63926941	1	1	Dfa	1.644970137	0	0	0	0	1	0	0	-0.405149048	14.44805195	very low	0.783543916	2.1389953	-0.80232486	0.822919476	347.9402882	-0.500515157	0.512197271	0.305618673	-0.475256677	0.673379333	1072336914	-0.243872632	0.679866623	15.53099685	0.041054401	0.528125916	3.83807141	-0.198932894	0.325019756	0.255157019	0.171753393	28.91107941	3.095791855	490.9494134	0.385166314	1.79E+09	25.97504337	4.97025409	0.288621291	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.239	NRCS239	SHI-0239	No	No	239	PP810	MN	MN3	MN3_1	1	JS_NoTillCorn	42661	in-season	44.64119	-93.681088	0	15	cropland.annual	None	None | None | None	Corn | Soybean | Corn	3	NA	10/19/2013	NA	NA	5/1/2014	10/15/2014	NA	NA	5/15/2015	10/1/2015	NA	NA	5/1/2016	10/15/2016	NA	NA	10/18/2016	0	43.19634703	43.19634703	Corn	Soybean	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	25.28091417	loam	41.99675792	33.30525497	0.626477933	-0.018830875	88.30344057	0.409400998	28.2535982	-0.194880568	43.89216822	-0.407744658	18.16243607	0.879334035	43.99829136	-0.054192659	33.14928294	1.193765751	79.48342961	6.210253259	100	178.1803355	100	456.4834448	1.652096979	5.008898545	0.297928064	100	63.5242647	161	0.111832364	8782.019689	0.724236383	43.19634703	1	3	Dfa	-1.193765751	0	0	0	0	1	0	0	-0.465542448	10.22727273	very low	0.445803232	2.318729768	-0.640683799	0.686398691	314.6883531	-0.74059135	0.394315968	0.468729692	0.485018067	0.424395489	1621826068	0.299840894	0.59814126	12.90392394	-0.188740262	0.448461596	2.914929402	-0.856206254	0.090030488	0.229402858	-0.108861363	24.69798711	2.861666667	419.3779726	0.554696239	2.24E+09	20.6441619	3.499665994	0.237369055	-1.199772487	-0.736540295	0.420007026	6	2	-0.438377032	26.67910448	low
NRCS18S.240	NRCS240	SHI-0240	No	No	240	PP869	PA	PA1	PA1_1	1	Harbach 40 years no-till+CC	42710	post-harvest	40.981667	-77.3217	0	15	cropland.annual	cover crop	Rye + Triticale | Rye + Triticale	Corn | Corn	2	NA	12/7/2014	NA	NA	NA	NA	11/1/2014	5/1/2015	5/15/2015	10/15/2015	11/1/2015	5/1/2016	5/15/2016	10/15/2016	NA	NA	12/6/2016	49.7260274	41.91780822	91.64383562	Corn	Corn	No Till/ Direct Seed	NA	NA	NA	NA	full	5	Synthetic	45	0	0	NA	None	NA	NA	None	NA	NA	NA	silage	25	tons/ac	27.32798362	loam	25.02010641	49.96790037	0.664458944	-0.107057219	85.77244097	2.363068632	99.3813409	1.432139773	99.70599595	1.20685774	73.17315416	1.835941148	76.97472372	0.920878719	75.99649575	-0.981673126	56.45526	7.255510115	100	130.3639448	100	161.7695337	4.401345482	15.00071993	0.632589788	100	86.74594115	115	2.134623905	24762.62233	2.012538624	91.64383562	2	3	Dfb	0.981673126	0	0	0	0	0	1	0	0.150584464	68.18181818	high	1.514985606	3.009303549	-0.082845833	1.412037096	349.3051041	-0.491158377	1.609822389	0.418735941	0.226118759	1.635225603	1720304606	0.377313021	0.910928887	43.00730239	1.452139745	0.052327686	8.224825514	1.154530054	0.290968791	0.205580644	-0.398026011	25.01199322	5.478955224	630.6451212	0.821404405	5.97E+09	76.0237344	8.53959235	0.229559839	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.241	NRCS241	SHI-0241	No	No	241	PP870	PA	PA1	PA1_2	2	Harbach 10 years no till	42710	post-harvest	40.9805	-77.4571	0	15	cropland.annual	cover crop	Rye + Triticale | Rye + Triticale	Corn | Corn	2	NA	12/7/2014	NA	NA	NA	NA	11/1/2014	5/1/2015	5/15/2015	10/15/2015	11/1/2015	5/1/2016	5/15/2016	10/15/2016	NA	NA	12/6/2016	49.7260274	41.91780822	91.64383562	Corn	Corn	No Till/ Direct Seed	NA	NA	NA	NA	full	5	Synthetic	45	0	0	NA	None	NA	NA	None	NA	NA	NA	silage	24	tons/ac	28.05420606	silt loam	24.09319665	52.74456565	0.440719399	0.236388318	94.07789379	1.636194544	83.43722914	0.931839894	95.87232721	1.000870336	60.74183533	1.503991282	65.36419267	0.767714038	68.95538835	-0.188346524	100	13.46404205	100	222.2690173	100	234.0650734	2.290031659	18.81955677	1.728830674	100	86.84488665	168	1.562272096	15057.28959	1.496071552	91.64383562	2	3	Dfb	0.188346524	0	0	0	0	0	1	0	-0.083481374	41.07142857	medium	1.347583274	2.583891028	-0.415743379	1.375478787	332.6721791	-0.607764749	1.459614169	0.386440866	0.044377113	1.506264912	1281007912	-0.01019336	0.865425397	26.9240016	0.770769147	0.18304251	6.576226658	0.817827826	0.190881893	0.243230758	0.045506425	23.1622377	4.56245283	591.4984502	0.718551522	4030000000	48.48858898	7.399568919	0.261487493	0.353556143	0.224008606	0.420007026	9	4	0.262811037	73.88059701	high
NRCS18S.242	NRCS242	SHI-0242	No	No	242	PP879	OH	OH1	OH1_1	1	NT-Hay	42691	dormant (range)	41.1321	-83.4543	0	15	cropland.perennial	perennial	None | None	"Clover, Red | Oats"	2	NA	11/18/2014	NA	NA	NA	NA	NA	NA	11/18/2014	11/17/2016	NA	NA	NA	NA	NA	NA	11/17/2016	0	100	100	"Clover, Red"	Oats	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	28.68072643	silty clay loam	19.38797306	42.60756134	2.235980058	0.176170853	92.92914948	1.359621673	61.28845696	1.278168941	90.61850654	1.032571126	70.98396821	1.846736747	77.33235156	1.084888396	69.22374772	-0.276006922	100	12.70645187	100	327.3533753	100	685.6873997	4.363868459	4.030621771	0.549497712	100	86.23761805	254	2.190011574	16286.81241	1.38733934	100	1	3	Cfa	0.276006922	0	1	0	0	0	0	0	0.210705493	73.37662338	high	1.264733953	3.139855543	0.013434988	0.750384784	493.4410749	0.334503612	1.621915012	0.418497504	0.224821735	0.22224645	3132790771	1.165092889	-0.084726971	42.78698039	1.444348644	0.322482501	6.157426483	0.710088624	2.853364426	0.086630896	-2.677193573	38.0044656	5.185860735	675.4405111	0.824951057	3710000000	40.45005858	7.558749292	0.255584752	1.130220458	-0.736540295	0.420007026	9	4	0.317729955	76.67910448	high
NRCS18S.243	NRCS243	SHI-0243	No	No	243	PP880	OH	OH1	OH1_2	2	Corn-Soybean Plowed	42691	post-harvest	41.1318	-83.4544	0	15	cropland.annual	None	None | None	Soybean | Corn	2	NA	11/18/2014	NA	NA	NA	NA	NA	NA	5/15/2015	10/15/2015	NA	NA	5/1/2016	10/15/2016	NA	NA	11/17/2016	0	43.83561644	43.83561644	Corn	Soybean	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	29.97232361	clay	18.42954614	39.99286126	2.668172204	0.19460932	93.29490926	-0.175003929	12.39909853	0.132452558	22.03158275	-0.248592553	23.71010916	0.421935692	31.57314315	0.28911437	32.48399336	0.249955466	100	3.215938395	92.04627505	221.525249	100	512.4021783	12.55183897	3.618708942	0.29414159	100	60.75391113	86	-0.563490625	5450.646738	-0.05295293	43.83561644	1	1	Cfa	-0.249955466	0	1	0	0	0	0	0	-0.94266551	2.435064935	very low	1.582352057	1.505968885	-1.449899499	0.908015828	331.1256628	-0.618901458	1.850432237	0.194523334	-1.428496545	0.342522362	955505855.8	-0.395475292	-0.155323712	14.79760304	-0.019680217	0.369572232	3.204141088	-0.618164785	3.384254427	0.071332536	-3.189645107	41.5775926	3.305985695	484.1586061	0.456099337	1.24E+09	13.04996716	3.753024216	0.257377865	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.244	NRCS244	SHI-0244	No	No	244	PP873	OH	OH2	OH2_1	1	Dean-Good	42691	post-harvest	41.2658	-84.3424	0	15	cropland.annual	cover crop	Rye | None | None	Corn | Wheat | Soybean	3	NA	11/18/2013	NA	NA	10/15/2014	7/15/2015	9/15/2015	5/1/2016	NA	NA	NA	NA	5/15/2016	10/15/2016	NA	NA	11/17/2016	20.91324201	38.90410959	59.8173516	Soybean	Wheat	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	21.4600024	sandy loam	61.8142141	26.03081174	-0.890678239	-0.887430966	71.98242233	1.035909627	37.15361012	-0.68002608	63.40877935	0.621363822	32.82523059	0.694475736	38.57114645	0.39498674	61.04291259	-0.449866711	96.34602	14.1022018	100	137.9539464	100	110.3380239	6.555284796	4.937107424	1.186979089	100	70.13301214	114	0.155311203	13734.16079	1.404933051	59.8173516	1.333	3	Dfa	0.449866711	0	0	0	0	1	0	0	0.195605045	71.91558442	high	-0.559701864	2.959405704	-0.120324216	0.279955669	450.1477894	0.115031071	0.043365503	0.503430698	0.651110233	-0.316867071	4785179685	1.721800122	0.354832497	25.2363717	0.68107713	0.211288865	5.190133682	0.410074956	-0.609568099	0.21516391	-0.277862866	12.15497417	2.274159734	506.0875318	0.512845756	3760000000	32.46088334	5.843395244	0.170762359	-0.423108172	0.224008606	0.420007026	8	3	0.010775375	47.3880597	medium
NRCS18S.245	NRCS245	SHI-0245	No	No	245	PP874	OH	OH2	OH2_2	2	Dean-Bad	42691	post-harvest	41.2639	-84.3419	0	15	cropland.annual	None	None | None	Corn | Soybean	2	NA	11/18/2014	NA	NA	NA	NA	NA	NA	5/1/2015	10/15/2015	NA	NA	5/15/2016	10/15/2016	NA	NA	11/17/2016	0	43.83561644	43.83561644	Soybean	Corn	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	25.02115665	loam	43.84273154	32.14170599	0.543934388	-0.345317203	77.78897815	0.306301876	25.41207985	-0.369057012	34.50508716	0.124336823	26.97267804	0.628866114	36.77558887	0.59634578	60.77133822	-0.495157917	92.94873	6.668000987	100	115.6089709	100	426.2616701	3.943163956	6.670121567	0.479466654	100	65.51744803	131	0.294016855	8152.295633	0.514784001	43.83561644	1	1	Dfa	0.495157917	0	0	0	0	1	0	0	-0.316838854	20.77922078	low	0.391096962	2.185026521	-0.760153974	0.664285445	416.9727353	-0.067939665	0.375221892	0.423823628	0.253644222	0.384065798	1425991005	0.130718203	0.58490362	11.98114747	-0.278601744	0.435557797	3.649955958	-0.311220974	0.051967599	0.205638429	-0.397284802	24.01556247	2.641154704	550.5723851	0.498659151	1.91E+09	19.09159281	4.474989577	0.209730579	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.246	NRCS246	SHI-0246	No	No	246	PP875	OH	OH3	OH3_1	1	Bret Wheat + CC	42692	post-harvest	41.051	-83.1635	0	15	cropland.annual	cover crop	"Oats + Radish + Buckwheat + Clover, Crimson + Grasses + Rye, Cereal + Sorghum + Cowpea + Vetch, Hairy | Oats + Radish + Buckwheat + Clover, Crimson + Grasses + Rye, Cereal + Sorghum + Cowpea + Vetch, Hairy | Oats + Radish + Buckwheat + Clover, Crimson + Grasses + Rye, Cereal + Sorghum + Cowpea + Vetch, Hairy"	Corn | Soybean | Wheat	3	NA	11/19/2013	NA	NA	5/1/2014	10/15/2014	11/1/2014	5/1/2015	5/15/2015	10/15/2015	NA	NA	10/15/2016	11/18/2016	NA	NA	11/18/2016	16.52968037	32.32876712	48.85844749	Wheat	Soybean	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	25.27541982	loam	43.00587722	36.06482882	0.170630833	-0.103536147	85.87834352	0.600075025	34.43243943	-0.48047527	29.14527455	0.047484797	25.33758641	0.385847525	30.73720379	-0.148422336	30.033737	-1.187675061	41.00307	5.199294697	100	127.9187989	100	199.8563322	4.312652447	13.34285082	0.678339692	100	57.65676547	115	0.182042456	10352.44782	1.138484102	48.85844749	10	3	Cfa	1.187675061	0	1	0	0	0	0	0	-0.047589549	46.26623377	medium	-0.253091648	2.819688564	-0.227383621	-0.002898585	403.6546108	-0.14552375	0.529882505	0.355241663	-0.14403498	-0.352525124	4014506577	1.491009226	0.252639004	19.69914517	0.347436021	0.097451254	4.112409782	-0.049966457	0.316360314	0.203882911	-0.419896461	20.92929396	2.505768904	403.1653671	0.449006035	3.07E+09	23.78759013	4.309116657	0.229866522	-1.199772487	1.184557507	0.420007026	8	3	-0.044143544	44.02985075	medium
NRCS18S.247	NRCS247	SHI-0247	No	No	247	PP876	OH	OH3	OH3_2	2	Bret-Plowed	42692	post-harvest	41.052	-83.1658	0	15	cropland.annual	None	None | None	Soybean | Corn	2	NA	11/19/2014	NA	NA	NA	NA	NA	NA	5/15/2015	10/15/2015	NA	NA	5/1/2016	10/15/2016	NA	NA	11/18/2016	0	43.83561644	43.83561644	Corn	Wheat	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	24.47649088	loam	47.94101022	34.54045878	-0.241922363	-0.0934316	86.18005552	-0.142645842	16.40831387	-0.841873214	15.76823699	-0.309683548	19.40964036	-0.341607667	17.95479543	-0.870450879	13.74955438	-0.135750285	100	4.970211202	100	104.212348	100	285.7733331	2.205408378	11.46268182	0.830203743	100	56.94705966	77	-0.697054792	3116.288512	-0.638814856	43.83561644	1	1	Cfa	0.135750285	0	1	0	0	0	0	0	-0.378876187	16.23376623	very low	-0.556277083	2.745459177	-0.285596131	-0.153366825	317.7987328	-0.717084054	0.311749176	0.281488453	-0.653356843	-0.46733566	1133062983	-0.171479197	0.320027807	10.25895268	-0.462673649	0.052501296	3.569356245	-0.362184844	-0.190405874	0.248023984	0.096974274	17.518531	2.096374095	298.0464824	0.324873245	794000000	13.39934625	3.652432139	0.230748898	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.248	NRCS248	SHI-0248	No	No	248	PP881	OH	OH4	OH4_1	1	Leon-Tilled	42696	post-harvest	41.248	-84.3448	0	15	cropland.annual	None	None | None	Corn | Soybean	2	NA	11/23/2014	NA	NA	NA	NA	NA	NA	5/1/2015	10/15/2015	NA	NA	5/15/2016	10/15/2016	NA	NA	11/22/2016	0	43.83561644	43.83561644	Soybean	Corn	Conventional Till	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	30.60614901	silty clay	13.71992727	42.64301718	2.917277179	0.089294921	91.03835662	0.696050817	30.87585887	0.541863716	46.38743617	0.63354613	49.80040054	0.61221354	36.33100732	0.523895475	41.90461688	-1.063489497	50.31822	4.724277491	100	246.5264837	100	300.3754517	46.34184363	5.573557923	0.889287889	56	60.26558964	80	0.782945683	10758.75727	0.842007425	43.83561644	1	1	Dfa	1.063489497	0	0	0	0	1	0	0	-0.764950211	3.409090909	very low	1.964045292	1.530301791	-1.422181577	1.300099104	310.0341913	-0.776203629	0.924226518	0.329274929	-0.312012978	1.543649884	756935350	-0.701642458	0.965520401	12.07238355	-0.269469584	0.806575758	3.883652911	-0.173029628	1.146375212	0.160123868	-1.057080291	43.63705555	3.918390107	534.1331579	0.4951125	2.45E+09	25.51192759	5.884990288	0.247302851	-1.199772487	-0.736540295	-1.395507214	4	1	-0.879751396	13.61940299	very low
NRCS18S.249	NRCS249	SHI-0249	No	No	249	PP882	OH	OH4	OH4_2	2	Leon-NT+CC	42696	post-harvest	41.23	-84.3748	0	15	cropland.annual	cover crop	"Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower | Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower | Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower"	Corn | Soybean | Wheat	3	NA	11/23/2013	NA	NA	5/1/2014	10/15/2014	11/1/2014	5/1/2015	5/15/2015	10/15/2015	NA	NA	NA	NA	NA	NA	11/22/2016	16.52968037	29.22374429	45.75342466	Wheat	Soybean	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	30.18654204	silty clay loam	13.40112902	47.16308942	2.409106711	0.051495953	90.12976611	1.509678542	69.4482535	1.043045775	79.99434564	0.782339185	57.05614196	2.304857481	90.21079856	0.702143509	50.09802153	-0.563825229	87.798	8.593227521	100	269.0124955	100	352.0595879	12.0062041	5.544126276	1.078716074	100	82.47353273	254	2.122237749	11482.40004	0.747497709	45.75342466	8	3	Dfa	0.563825229	0	0	0	0	1	0	0	-0.21552336	29.87012987	low	1.627252018	2.383646488	-0.584206243	1.163961279	353.6196495	-0.46181777	0.806675889	0.716854852	1.498181592	1.295364473	850892669.2	-0.547866765	0.88402429	24.2375401	0.625654252	0.727134907	4.325333938	0.055204279	0.912045122	0.172511781	-0.860549169	39.43578156	4.757277354	575.4914076	0.988097009	2.28E+09	44.66333764	6.433411026	0.243783768	-1.199772487	1.184557507	0.420007026	8	3	-0.044143544	44.02985075	medium
NRCS18S.250	NRCS250	SHI-0250	No	No	250	PP877	OH	OH5	OH5_1	1	Brandt-NT+CC	42692	post-harvest	39.5026	-82.4227	0	15	cropland.annual	cover crop	"Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower | Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower | Oats + Rye, Cereal + Millet, Pearl + Radish + Turnip + Sorghum + Clover, Crimson + Cowpea + Pea, Austrian Winter + Buckwheat + Sunflower"	Wheat | Corn | Soybean	3	NA	11/19/2013	NA	NA	11/19/2013	7/15/2014	11/1/2014	5/1/2015	5/15/2015	10/15/2015	11/1/2014	5/1/2015	5/15/2016	10/15/2016	NA	NA	11/18/2016	33.05936073	49.6803653	82.73972603	Soybean	Corn	No Till/ Direct Seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	None	NA	NA	None	NA	NA	NA	NA	NA	NA	28.08794113	loam	25.84207775	48.36366506	0.759078683	0.032044331	89.64214479	1.348785711	69.45629552	0.51170126	83.34426715	0.571476588	40.16252702	1.942144319	80.4066481	0.673343443	64.4607486	0.035187491	100	28.84220518	35.54714861	292.0081802	100	373.9916418	1.813674638	10.61925459	1.522411442	100	76.30197798	193	0.387432801	6740.015378	0.058747752	82.73972603	8	3	Cfa	-0.035187491	0	1	0	0	0	0	0	0.379380637	82.14285714	very high	0.179358806	3.59697864	0.332342453	0.211722736	520.395631	0.461620708	0.841018352	0.608748363	1.101125967	-0.188764394	1558518509	0.247512146	0.156518561	36.14049536	1.19226715	0.161565909	5.189671549	0.409910679	1.039189459	0.163184488	-1.007145128	25.79425719	3.871073345	568.598366	0.856870917	1.35E+09	40.15887066	5.677829686	0.241992383	0.353556143	1.184557507	0.420007026	10	4	0.459927781	77.79850746	high
